ticker,total_return,win_rate,avg_return,volatility,num_trades,risk_reward_ratio,best_month,worst_month,data_days
SBET,337.25973286386085,25.0,129.6156951905116,401.6663425464009,8,0.8396514647599587,May,June,162
TSLL,101.26014673989756,62.5,11.157629102120891,23.510519794742518,8,4.307014375860019,April,February,162
GPRO,92.36891873871873,62.5,9.75428457181684,18.118890462920334,8,5.097934607405925,July,February,162
ALLR,53.48986030876182,75.0,6.934290287146562,19.335885576529833,8,2.76635171929692,January,February,162
TSLA,48.002815926361684,62.5,5.521362112987011,11.159787678484903,8,4.3014094272516425,April,February,162
WBD,46.84711904149672,87.5,4.964542627415143,3.255365070722816,8,14.390742059259996,April,June,162
MSTZ,36.345712967655295,75.0,6.3623563265971965,22.879254683558845,8,1.5885881542187439,February,April,162
RKLB,35.57841558718062,62.5,4.761269420712532,14.325512206270647,8,2.483570225964209,June,February,162
TME,31.681111595212343,75.0,3.643910729759395,5.831048221764671,8,5.4331760586306,April,February,162
UP,30.04000335758299,50.0,3.97932037254996,12.883096015877452,8,2.331737908384827,August,February,162
OKLO,27.60455399026793,62.5,5.223961645173296,21.673361996297114,8,1.2736627568433618,May,February,162
NIO,26.65605974833891,50.0,3.7053030405968097,13.130967910593325,8,2.030014842000665,August,March,162
AMDL,26.0725441486106,50.0,4.029965135321616,16.169859807059073,8,1.6124162150885462,April,August,162
DNN,21.09152603859281,62.5,2.911679117319742,10.830011582391235,8,1.9475072467037808,May,January,162
UUUU,18.35625504432341,50.0,2.618278587244051,11.041517498894967,8,1.6624757463057502,May,February,162
BAC,16.635261712475604,75.0,2.001878653246527,3.718179248353306,8,4.474034359651426,April,February,162
AMD,14.580624128296638,50.0,1.986242742353834,7.956877494395416,8,1.832455525244267,April,August,162
SOFI,13.603910588582547,50.0,2.2341384165720055,12.178249219019518,8,1.117066200890066,April,February,162
T,13.080324571211888,75.0,1.5847797463353896,2.9231403898988,8,4.474750722343765,January,May,162
AAPL,13.020413364613104,75.0,1.6031335505207582,3.792730214286733,8,3.432992232235992,April,May,162
CVE,12.17126792704919,62.5,1.6111670934578148,6.206671273104386,8,1.9609976735503016,August,February,162
ETHA,12.154421946665405,75.0,1.75062799354533,8.340460534374868,8,1.4572842706432636,April,June,162
PFE,12.073399137532537,87.5,1.4549334227015076,2.1549406176032444,8,5.602659785103843,April,June,162
KEY,10.37552159736057,75.0,1.3471141637384245,4.907048132351386,8,2.114412028884822,April,February,162
MSFT,9.92708888945113,75.0,1.2387142085718443,3.4035801856819243,8,2.9166607947748964,April,August,162
RIOT,9.696221605920542,62.5,1.7875938360333292,12.08982169363462,8,0.8020152696731394,April,February,162
HOOD,9.378507497612532,50.0,1.7924426361977783,12.506770094429182,8,0.7498744621355073,April,February,162
F,9.358458512438528,62.5,1.1635109874201373,2.9953230149806487,8,3.1243570278175787,April,May,162
HBAN,9.046327070868255,62.5,1.1610321734241191,4.103693503560175,8,2.2044353612227816,April,February,162
XLF,9.00823480222195,75.0,1.1078356424796219,2.352997173709702,8,3.828408679309926,April,February,162
TQQQ,7.809806704604427,37.5,1.5014906265366574,11.942298963563449,8,0.6539617479375234,April,February,162
SATS,7.673680456014886,62.5,1.0667616769668578,5.624332502421767,8,1.3643717637089727,April,May,162
AMZN,7.507862145424071,50.0,1.0378693665367207,5.524439447535498,8,1.3590269595177473,April,February,162
TLT,7.301088950855283,62.5,0.8956694100382874,1.5934252286431385,8,4.582009133288567,April,March,162
CAG,6.146066275550521,62.5,0.8088532386137939,3.7502809041557197,8,1.6388282458362013,February,April,162
GOOGL,5.5924571295549175,62.5,0.7800715733188275,4.74138906842663,8,1.1794976216559894,April,June,162
SPY,5.447134527164921,37.5,0.6999022151810805,2.864210411142865,8,1.90179272653067,April,February,162
LQD,5.314671014310246,100.0,0.6521966884337003,0.8081478701726831,8,6.576359612473667,April,July,162
TLRY,5.308895084236953,50.0,1.1648171608940283,11.054244590116038,8,0.48025851436142547,August,June,162
GOOG,4.838741299080929,62.5,0.6860452263324256,4.638526221340522,8,1.043163511034879,April,June,162
IWM,4.8086495598191,62.5,0.6354186853258059,3.2796963355864235,8,1.4661874355996722,April,February,162
CPB,4.348475483429248,50.0,0.6146647144997044,4.3504821787102035,8,0.9995387418684818,February,April,162
RIVN,4.222319352826331,50.0,1.0256559543726025,10.754839265231364,8,0.3925971600967017,April,February,162
HYG,3.7964564664597855,100.0,0.46853364907714606,0.6227671252448812,8,6.096109304046778,April,May,162
IVVD,3.729236291006921,50.0,1.0943224241771652,12.157267529206587,8,0.30674954565635854,April,February,162
SNAP,3.6242375646577507,37.5,0.672001459961248,7.396751878488522,8,0.4899769012392964,April,February,162
QQQ,3.5171517457314394,37.5,0.4945837567872555,3.823591462726561,8,0.9198555285044488,April,February,162
RR,3.164126684236024,50.0,1.7882519920717526,17.653268296795087,8,0.17923744380016388,May,February,162
IBIT,2.678902393249838,50.0,0.4400533550872723,5.017163617425717,8,0.5339475842377192,April,June,162
BBD,1.5979729611297566,50.0,0.2648306927034448,3.910595923479728,8,0.4086264580636722,April,February,162
CSCO,1.4399295620102448,50.0,0.2058578069464,2.4948927054834193,8,0.5771508966479738,April,January,162
EWZ,1.3133892426369531,37.5,0.23269954244135838,4.023960016309173,8,0.32639221993105444,April,February,162
NUKK,1.2739185578569012,50.0,1.5917243010414688,18.051942808245368,8,0.07056960967519955,August,February,162
PCG,1.0682237957659657,62.5,0.19249382784448127,3.673506179493981,8,0.29079134308496296,July,January,162
AMCR,0.9726714469630027,62.5,0.14475505687173218,2.325569106335187,8,0.41825093234740035,April,March,162
AVTR,0.16355351267927087,50.0,0.3308897283093446,8.250994371348346,8,0.019822279027023937,July,April,162
EEM,-1.2495105069692092,25.0,-0.14481953419553995,1.6875948749285457,8,-0.7404090433861472,April,March,162
QBTS,-2.1843947999375612,37.5,1.0326894538505276,17.80247054701294,8,-0.122701778619377,May,March,162
GRAB,-2.336558577557024,25.0,-0.0492353099768994,7.720729917054521,8,-0.3026344144477505,April,February,162
ABEV,-2.5233245073647437,37.5,-0.30132836842807226,2.014103629718535,8,-1.2528275457789482,April,July,162
WBA,-2.6301428616107625,25.0,-0.32825868346123915,0.9948167593190066,8,-2.6438465546270096,July,February,162
SOXS,-2.638041062274632,75.0,0.9340762703798893,16.154960054647425,8,-0.16329604365166633,January,April,162
ITUB,-3.171102957663896,25.0,-0.304995114388417,4.761262589379032,8,-0.6660214382499483,April,February,162
PLTR,-4.6182593232453995,50.0,0.4974651994484054,15.45727048134389,8,-0.29877586271259177,April,February,162
BBAI,-4.850743228356125,50.0,1.710387565948317,24.163126580022677,8,-0.20074981655588264,April,February,162
CGC,-5.7564179274285365,37.5,-0.1254507819498718,12.057071669702063,8,-0.4774308459900513,April,June,162
NU,-7.17353654778784,37.5,-0.46516540827271036,10.046748231806962,8,-0.7140157573648723,April,February,162
NVDA,-9.127360256717642,37.5,-0.8964720234761218,8.037756585576266,8,-1.1355606703861456,April,January,162
AAL,-9.20484662815645,25.0,-1.0701349900099382,5.462709925122259,8,-1.6850330246943213,April,January,162
CSX,-9.268198365419,50.0,-1.1311529688767519,4.132062074052042,8,-2.2429959180962364,July,August,162
IQ,-9.626314943616244,37.5,-0.8127964751316059,10.169840665434926,8,-0.9465551388955377,April,March,162
LCID,-10.514161586582526,37.5,-0.9044908962508058,10.179714267467988,8,-1.032854293384575,March,February,162
SQQQ,-11.555261933764605,62.5,-0.9909386763758927,10.45781543700428,8,-1.104940319837457,February,April,162
KDP,-11.749346031850926,50.0,-1.461552518926114,4.4212577158856705,8,-2.6574668989856174,February,August,162
AVGO,-11.930165685256533,50.0,-1.199051656086052,9.246207671747957,8,-1.290276631111097,April,January,162
SOXL,-13.4980672311804,25.0,-0.3860793626908452,18.85085993947657,8,-0.7160451711231164,April,January,162
CIFR,-14.020529494355605,37.5,-0.8757398046373737,15.608298511903945,8,-0.8982740484917431,April,January,162
MARA,-15.514810985277682,37.5,-1.6499787291543604,10.074961378840452,8,-1.5399375145856204,April,February,162
TZA,-15.589352908082066,37.5,-1.6745978771348138,9.730871375546114,8,-1.6020510709100977,February,April,162
SPXS,-15.740107564950767,62.5,-1.818232988872834,7.902937561614195,8,-1.9916780870701718,February,April,162
AUR,-18.337866350801203,37.5,-1.4300671065043609,15.59372984017393,8,-1.1759769175657762,April,February,162
BMNR,-18.654794828585885,25.0,-2.034043553528674,10.988575166335599,8,-1.6976536581135997,April,March,135
SOUN,-22.6115355322977,37.5,-2.0699338992260543,16.104714673337558,8,-1.4040320484368856,April,August,162
INTC,-23.21081314774789,37.5,-3.0112637313873245,7.287041652416522,8,-3.185217575921326,April,February,162
ACHR,-24.09767739754496,25.0,-2.7483868856701417,12.024863399471984,8,-2.003987621065458,April,February,162
JOBY,-24.099442512485524,37.5,-3.0445285211859887,8.765521398307625,8,-2.7493450095436933,April,February,162
HIMS,-24.635492333076492,50.0,-2.1833376192380176,16.656704932408733,8,-1.4790135523829528,July,June,162
RGTI,-24.859557534344844,25.0,-2.88657503600004,12.123767856700326,8,-2.050481156368064,May,August,162
LKQ,-25.120085385179646,25.0,-3.3602573339008712,6.396034700875569,8,-3.927446700960033,February,July,162
PLUG,-25.325522899704467,37.5,-2.7475702316786754,14.423785945579384,8,-1.7558166070445782,April,June,162
OPAD,-25.443236955922654,25.0,6.424314164158086,59.58557997957807,8,-0.4270032609339858,August,July,162
APLD,-25.909887014440425,37.5,-2.4586441542005764,15.942306988689017,8,-1.625228207738275,April,January,162
WULF,-29.627212207045172,37.5,-2.848509703183394,18.536892044092806,8,-1.5982836894433199,April,January,162
HKPD,-31.95544588862741,12.5,-4.094352961426657,12.2726342186155,8,-2.603796814880739,March,February,154
AIFF,-32.20943212320988,12.5,-4.477613741470206,7.741790991248134,8,-4.160462631918336,April,February,162
ETHD,-35.428598646285856,25.0,-3.973133659073603,17.845681503636513,8,-1.985275745230933,June,April,162
ONDS,-44.43226099112153,25.0,-5.899484279441116,15.659027885225282,8,-2.8374852715502588,August,February,162
OPEN,-45.30092878064518,25.0,-6.333583977697405,14.285677500015208,8,-3.1710731801552257,August,July,162
MSTU,-46.24290993233412,25.0,-5.2803994925040225,22.849447759921624,8,-2.0238086459772164,April,February,162
TSLZ,-63.38737330733907,25.0,-9.87751726843689,19.259363579451158,8,-3.2912496327225704,February,April,162
